2050,1,4,9,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6.9,4.4,84,101450,229,1413,348,115,175,86,11832,10278,10449,1773,20,3.6,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,10,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.8,4.2,78,101550,408,1413,352,96,24,89,10650,2077,10225,2450,20,3.6,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,11,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,4.2,73,101550,535,1413,357,195,78,165,21576,7149,18783,4520,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,12,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,4.2,73,101450,600,1413,357,368,417,190,39162,38702,22740,4150,10,3.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,13,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,4.2,73,101450,600,1413,357,308,264,196,32721,24485,23298,4291,290,2.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,14,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,9.7,4.1,68,101350,534,1413,361,278,247,185,30253,22421,21419,4281,320,2.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,15,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,9.7,4.1,68,101350,407,1413,361,125,56,109,13879,4784,12474,2894,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,16,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,9.7,4.1,68,101450,228,1413,361,115,198,83,11868,11576,10072,1684,330,2.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,17,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,4.2,73,101450,34,753,357,4,0,4,436,0,436,94,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,18,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,5.2,78,101450,0,0,357,0,0,0,0,0,0,0,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,19,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,4.2,73,101550,0,0,357,0,0,0,0,0,0,0,360,1.5,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,20,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.8,4.2,78,101550,0,0,352,0,0,0,0,0,0,0,340,1.5,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,21,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.8,4.2,78,101550,0,0,352,0,0,0,0,0,0,0,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,22,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6.9,3.3,78,101550,0,0,347,0,0,0,0,0,0,0,320,1.5,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,23,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6,2.5,78,101450,0,0,343,0,0,0,0,0,0,0,310,1.5,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,24,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6,2.5,78,101450,0,0,343,0,0,0,0,0,0,0,340,2.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,1,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.1,2.6,84,101450,0,0,338,0,0,0,0,0,0,0,320,2.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,2,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.1,1.6,78,101350,0,0,338,0,0,0,0,0,0,0,350,1.5,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,3,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.1,0.2,71,101350,0,0,338,0,0,0,0,0,0,0,360,3.6,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,4,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.1,0.2,71,101350,0,0,338,0,0,0,0,0,0,0,360,1.5,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,5,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,4.2,0.5,77,101350,0,0,334,0,0,0,0,0,0,0,330,1.5,10,9,9999,99999,9,999999999,100,999,999,99
2050,1,5,6,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,4.2,0.5,77,101350,0,0,334,0,0,0,0,0,0,0,310,1.5,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,7,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,4.2,-0.7,70,101350,0,0,334,0,0,0,0,0,0,0,350,2.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,8,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.2,0.6,83,101350,35,777,329,1,0,1,126,0,126,39,360,1.5,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,9,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.2,0.6,83,101450,230,1413,329,35,0,35,4085,26,4011,1320,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,10,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.2,0.6,83,101450,410,1413,329,103,13,99,11591,641,11219,3677,10,2.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,11,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.2,0.6,83,101450,537,1413,329,70,3,68,8314,162,8188,3034,360,2.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,12,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.2,0.6,83,101350,603,1413,329,126,8,123,14624,487,14300,5168,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,13,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.2,0.6,83,101250,603,1413,329,81,3,80,9733,173,9599,3621,10,3.6,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,14,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.2,0.6,83,101250,537,1413,320,56,2,55,6787,93,6710,2510,10,2.1,9,9,9999,99999,9,999999999,100,999,999,99
2050,1,5,15,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.2,0.6,83,101250,411,1413,329,52,3,51,6168,118,6071,2162,10,2.6,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,16,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.2,-0.5,76,101250,231,1413,329,71,23,67,7767,1680,7578,1598,10,2.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,17,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.2,-1.7,69,101350,36,777,329,4,0,4,456,0,456,141,20,3.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,18,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,3.2,-1.7,69,101350,0,0,329,0,0,0,0,0,0,0,360,3.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,19,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,2.3,-1.5,75,101450,0,0,325,0,0,0,0,0,0,0,350,2.6,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,5,20,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,2.3,-1.5,75,101450,0,0,325,0,0,0,0,0,0,0,350,2.6,10,10,9999,99999,9,999999999,100,999,999,99
